MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
"","","","","","",9A-570-320,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,9A-570-320,9A-570-320,9A-570-320 Abranet 2.75x30,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),"Mirka Abrasives, Inc.",Mirka,Abranet®,9A-570-320,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Mirka Abrasives, Inc., Abranet® Abrasive Mesh Strip, 9A-570-320, 2.75 in x 30 in",MIRK 2.75X30 ABR SHT,Mirka Abranet® 9A-570-320 2.75 in x 30 in Abrasive Mesh Strip,"Mirka Abranet® Abrasive Mesh Strip, Aluminum Oxide Construction, Designed for Sanding.",Mirka Abranet® 9A-570-320 2.75 in x 30 in Abrasive Mesh Strip,"Engineered for industrial professionals, the Mirka Abranet® Abrasive Mesh Strip offers superior durability and performance in demanding sanding operations.",Dust-free sanding mesh,Open structure prevents clogging,Hook and loop attachment,"","","","","","","","","","","","","","","","","","","","",Sanding,"",Abrasive Mesh Strip,Width,2.75,in,Length,30,in,Material,Aluminum Oxide,"",Application,Sanding,"",Series,Abranet®,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191500,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DBD090094101F,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DBD090094101F,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo,"",DBD090094101F,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Freud America, Inc., Cut-Off Disc, DBD090094101F, 9 in, Industrial Duty",DIAB 9IN MTL COD,Diablo DBD090094101F 9 in Cut-Off Disc,"Diablo Cut-Off Disc, 9 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",Diablo DBD090094101F 9 in Cut-Off Disc,"Engineered for industrial professionals, the Diablo Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,9,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DBDS12125A01F,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DBDS12125A01F,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo,Steel Demon™,DBDS12125A01F,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Freud America, Inc., Steel Demon™ Cut-Off Disc, DBDS12125A01F, 12 in",DIAB 12IN STL DEM MTL COD,Diablo Steel Demon™ DBDS12125A01F 12 in Cut-Off Disc,"Diablo Steel Demon™ Cut-Off Disc, 12 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",Diablo Steel Demon™ DBDS12125A01F 12 in Cut-Off Disc,"Engineered for industrial professionals, the Diablo Steel Demon™ Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,12,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Series,Steel Demon™,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DBDS12125G01F,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DBDS12125G01F,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo,Speed Demon™,DBDS12125G01F,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Freud America, Inc., Speed Demon™ Cut-Off Disc, DBDS12125G01F, 12 in x 20 in",DIAB 12X20 SPD DEM MTL COD,Diablo Speed Demon™ DBDS12125G01F 12 in x 20 in Cut-Off Disc,"Diablo Speed Demon™ Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Diablo Speed Demon™ DBDS12125G01F 12 in x 20 in Cut-Off Disc,"Engineered for industrial professionals, the Diablo Speed Demon™ Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,12,in,Length,20,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Series,Speed Demon™,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DBDS14125A01F,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DBDS14125A01F,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo,Steel Demon™,DBDS14125A01F,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Freud America, Inc., Steel Demon™ Cut-Off Disc, DBDS14125A01F, 14 in x 1 in",DIAB 14X1 STL DEM MTL COD,Diablo Steel Demon™ DBDS14125A01F 14 in x 1 in Cut-Off Disc,"Diablo Steel Demon™ Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Diablo Steel Demon™ DBDS14125A01F 14 in x 1 in Cut-Off Disc,"Engineered for industrial professionals, the Diablo Steel Demon™ Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,14,in,Length,1,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Series,Steel Demon™,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DBDS14125G01F,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DBDS14125G01F,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc.",Diablo,Steel Demon™,DBDS14125G01F,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Freud America, Inc., Steel Demon™ Cut-Off Disc, DBDS14125G01F, 14 in x 20 in",DIAB 14X20 STL DEM MTL COD,Diablo Steel Demon™ DBDS14125G01F 14 in x 20 in Cut-Off Disc,"Diablo Steel Demon™ Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Diablo Steel Demon™ DBDS14125G01F 14 in x 20 in Cut-Off Disc,"Engineered for industrial professionals, the Diablo Steel Demon™ Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,14,in,Length,20,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Series,Steel Demon™,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0013,"","","","","",49-94-0013,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0013,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0013,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0013, 5 in x .045 in x 7/8 in",MILW 5X.045X7/8 MTL COD,Milwaukee 49-94-0013 5 in x .045 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 5 in Dia, .045 in Thk, 7/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0013 5 in x .045 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,5,in,Thickness,.045,in,Arbor Size,7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0029,"","","","","",49-94-0029,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0029,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0029,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0029, 6-1/2 in x 1/8 in x 5/8 in",MILW 6-1/2X1/8X5/8 MTL COD,Milwaukee 49-94-0029 6-1/2 in x 1/8 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 6-1/2 in Dia, 1/8 in Thk, 5/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0029 6-1/2 in x 1/8 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,6-1/2,in,Thickness,1/8,in,Arbor Size,5/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0033,"","","","","",49-94-0033,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0033,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0033,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0033, 7 in x 1/16 in x 7/8 in",MILW 7X1/16X7/8 MTL COD,Milwaukee 49-94-0033 7 in x 1/16 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 7 in Dia, 1/16 in Thk, 7/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0033 7 in x 1/16 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,7,in,Thickness,1/16,in,Arbor Size,7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0001,"","","","","",49-94-0001,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0001,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0001,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0001, 4 in x .040 in x 5/8 in",MILW 4X.040X5/8 MTL COD,Milwaukee 49-94-0001 4 in x .040 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 4 in Dia, .040 in Thk, 5/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0001 4 in x .040 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,4,in,Thickness,.040,in,Arbor Size,5/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0039,"","","","","",49-94-0039,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0039,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0039,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0039, 7 in x 1/8 in x 5/8 in",MILW 7X1/8X5/8 MTL COD,Milwaukee 49-94-0039 7 in x 1/8 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 7 in Dia, 1/8 in Thk, 5/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0039 7 in x 1/8 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,7,in,Thickness,1/8,in,Arbor Size,5/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0043,"","","","","",49-94-0043,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0043,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0043,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0043, 9 in x 3/32 in x 7/8 in",MILW 9X3/32X7/8 MTL COD,Milwaukee 49-94-0043 9 in x 3/32 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 9 in Dia, 3/32 in Thk, 7/8 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0043 9 in x 3/32 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,9,in,Thickness,3/32,in,Arbor Size,7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/49-94-0048,"","","","","",49-94-0048,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,49-94-0048,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",49-94-0048,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 49-94-0048, 12 in x 7/64 in x 1 in",MILW 12X7/64X1 MTL COD,Milwaukee 49-94-0048 12 in x 7/64 in Cut-Off Disc,"Milwaukee Cut-Off Disc, 12 in Dia, 7/64 in Thk, 1 in Arbor, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 49-94-0048 12 in x 7/64 in Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,12,in,Thickness,7/64,in,Arbor Size,1,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
